بسم الله الرحمن الرحیم	لـلٔريلقيلم
وربا كان فيهابعض جوانب سالة من البول يجعلوافيها الرحي لأجل الكحين أو يعتال	إن نساء الأرياف لا يتحاشوا من الزبل والجلة فإن المرأة منهن أثوابها دايمًا متضمخة
ان ناء الارياف لا يقاشوا من الزبل ولجلة فٕن المران منهن الولبها دايً تمت	18،8،5
48	بالجلة وغيرها في غالب الأ وقات فاتضح الحال عن وجه هذا الهبال
بالجلة وغيرها فى فالب الا ٔوقات فاتخم الحال عن وجه هذا الهبال	(السابع من أشعارهم)
السابع من أشعامهما	مواليا [بسيط]
مواليا ابدسيط،	9،5
45	رایت حریفي بفرقله یسوق تیران لوکر أصفر على راسو كما اللبسان
سلين حيفي بمقلة يسوق تيان  لوكا أصفـرزعلى راسوكالبسـان	يا ريتني كنت لوحدوه مر الحـدوان أو كان لي شلق على راسي من الكتان
يازيتي كن الوحذو من الخذوان  أو كان لي شاق على راي بن الكأن	110
115	شعر العرب وتقدم في غير هذا لمحل اشتقاق الصبي أنه من الصبوة أو من الصابون
شعرالر وتقذم يی فير هذا لحل اشتقاق الصي انه من الصبوة أومن الصابون	أو من قناطر الصابوني
أومن قاطرالصابوي	وتقدم تعريف الثور لغةً واصطلاحا
وتقذم تريف الثور لفة واصطلاحً	19،8،5
58(	(مسألة هبالية) لأي شيء أتى في النظم بالثور فقط وكان من حقه أن يأتي بالعجلة
امسالة هبالية لأي شي، أن ف النظم بالكور قط وكان من حفه أن يان بالجهلة	20،8،5
م،.2	أيضًا أو بالبقرة حتى يكون الناظم في مقام الثور والعجلة أو البقرة في مقام المحبوبة حتى
ايصضاًاو بابقروة حنى يكون الناظم في مقام الور ولجمة اوالبقرة في مفقام لحبوة حق	المجلد الأول
لمجـاد الأؤ-	الأقشر فانظر إلى قلة عقله وسقاعة لحيته حيث عمل نفسه حدوة من الحدوان بل
الاتقشرانظر إلى قلة عقله وسقاعة لحيته حجث مل نفسه حدوة من الحدوان بل	(أو كان لي شلق على راسي من الكتان) الشلق يطلق على الحبل أو الحنمة من الكتان
أوكان لي شق عل راي بن الكان الثلق يطاق علىالطبل اوالخزة من الكأن	9.9.5
55ه	حزمة صغيرة يسموها أهل الريف شلق وهذا من باب التذلل لمحبوبه والتواضع له
حزمة صغيرة منوها أهل اليف سشاق وهدذا من باب التذل لمحبوبه والتواض له	حيث جعل نفسه حدوة من الحدوا ن في رجل محبوبه وجعل محبوبه شلق كتان على
حيث جعل نفسه حدوة من الحدوان ي رجل محجبوبه وجعل محجبوبه شلق كان على	رأسه لأجل ما يعصب رأسه به إذا اشتد وجعها من ألم الصداع أو الضارب
رالسه لأجل ما يفصب رأسه به إذاشتد وجعها من لم الصداع أوالضارب	أو الدواهي والمصائب وهذا من عدم ذوقه وقلة عقله وشدة جهله
أو الدواهي والصأب وهذا من عدم ذوقه وقلة عقله وشذة جهمه	(فإن قيل) إذاكان هذا العاشق قصده أن يكون محبوبه في صورة شلق من الكتان
افإن يل إذا كان هذا العاشق قصده ان يكون حبوبه في صورة شلق من الكان	10،9.5
10 .40	يربط به رأسه يكون على هذا التقدير محبوبه دائماً في تعب منه لو فرض ذلك مع
عبط به رأسه يكون على هذا الفقدير عجبوبه دانا ف تعب منه لوزض ذاك مم	أن العاشق لا يريد إلا راحة محبوبه (قلنا) إن هذا من باب التواضع الفشروي لمحبوبه
أن الاشق لا يريد الا راحة محجو ه فقلان هدذا من باب التواضع الفشروي لطجبوبه	مو جدي من الجديان وأرذل من هذا التمني في هذه الأبيات قول بعضهم في بعض
مهوجذي من الجذيان وارذل من هذا اتن ي هدذه الأيات نول بعصضهم في بمض	وطلب الرفعة له والعلو بكونه دائمًا فوق رأسه مرفوعًا لأن الرأس ما رأس وعلا فلا
وطلب الفعة له والعلو بكونه داتما فوق رأسه مرفوعً لأن الرأس ما رأس وعلا فاه	يكون فوق محبوبه شيء ولا دون هذا العاشق أحد من العشاق في التواضع أو هو
يكون فوق محبوبه يء ولا دون هذا العاشق أحد من العثاق في الواضع او هو	من قبيل الاشتغال بربطه على رأسه فعلى القول الأول حصلت هنا المقابلة لرأسه
من قيل الا شتغال بربطه على رأسه فلى القول الأول حصلت هنا لقابلة لرأسه	وللحدوة التي في رجل محبوبه فكان هذا من باب التدلي وعكسه فناسب الأمرفاتضح
ولدوة القي في رل هجوه فكان هذا منباب التدلى وعكسه فاسب الأمرةانضع	المعنى وهذا كله من تمني ما لا طمع فيه على حد قولهم [وافر]
لمعف وهذاكله من تي ما لا طمع فه على حذ قولهم اوافا	118
118	المزدوجات [رجز]
المزدوجات ارجزا	يا ليتني كنت له سنداسا أو ليتني في رجله مداسا
يايتي كذله بنداسا ازلمٔي ي يلو م زيداي-ا	فتمنيه في الشطر الأول أشنع من تمني هذا الفلاح لأن السنداس أشنع من الحدوة
فقنيه ي الشطالأذد أشنع من تي هذا لفلاح لأن السنداس أشنع من لحدوة	لأنه محل الشيء المستقذر نعم الشطر الثاني هو مما نحن فيه
لأنه حل الشيء المستقذر فمالشطر الثاي هوما كحن فيه	ثم هذا الفلاح لما أنه لم يبلغ مناه ولم ينل ما تمناه ولم يظفر من محبوبه برضاه تمنى
ثم هذا الفلاح لمالهلم يبلغ مناه ولم ينل ما تثاه ولم يضرين محبوبه برضاء قفى	8،9،5
8565	أن يكون محبوبه مرفوعًا على رأسه فقال
أن يكون محبوه مرفوعاً على رأسه فقال	المجاد الأول
الجحلدالأول-	(مسألة أخرى) فإن قيل كان من حق الناظم أن يقول (أو كان شلق في وسطي
اسأة أخرى فان قير كان من حق الاظم أن يقول أو كان شاق في وسعلي	بمعنى الحزمة الصغيرة كما تقدم فلا إشكال ولهذا قال (على راسي من الكتان) فاتضح
معن الحزة الصغيةكم تقذم فلا اشكال ولهذا قال ابعلى راي من الكانا اتض	الجواب وظهر المعنى والله أعلم
